  0.10000000000000000000000000000000E+01  0.00000000000000000000000000000000E+00
  0.99988588950520629986073012084155E+00  0.15106553822178578379050260578380E-01
  0.99977178335088031367747478330232E+00  0.21363080662686204139887559211021E-01
  0.99965768153692298114403028042015E+00  0.26163328232926985537976237014371E-01
  0.99954358406323524356905366310484E+00  0.30209660011694603838885316741839E-01
  0.99942949092971804387604226503172E+00  0.33774141883468161121363217764090E-01
  0.99930969781052514036795147035486E+00  0.37150072164626080024651714069348E-01
  0.99917850131289235496807975795321E+00  0.40525578516812939870605776240370E-01
  0.99903590293393646315816239288955E+00  0.43900622421262791976971000474823E-01
  0.99888190430088402314182331248197E+00  0.47275165364486797015400312323593E-01
  0.99871650717105280714631143675951E+00  0.50649168838712712278751857485200E-01
  0.99844704345907013246946355966004E+00  0.55709078325186086332287395356977E-01
  0.99815194432500092898081458578918E+00  0.60767557464655807624925102583800E-01
  0.99783121734560243061903333131188E+00  0.65824476379179219377955206579580E-01
  0.99748487075563435276504248486783E+00  0.70879705230872900112728613847635E-01
  0.99711291344764746235951469126379E+00  0.75933114225246289571166305209381E-01
  0.99671535497175525904126659319548E+00  0.80984573614534200511768870082077E-01
  0.99629220553538877316870488907214E+00  0.86033953701028130817903714774913E-01
  0.99584347600303448701995746816752E+00  0.91081124840406290385949815595463E-01
  0.99536917789595538590064004523848E+00  0.96125957445062257293878293474787E-01
  0.99486932339189514632135330988372E+00  0.10116832198743217778604071558542E+00
  0.99434392532476546883996631014694E+00  0.10620808900332042464732497743542E+00
  0.99379299718431656359650748880635E+00  0.11124512909522362857941992622679E+00
  0.99321655311579079700104437304937E+00  0.11627931293565299723370353660657E+00
  0.99261460791955950846727527771289E+00  0.12131051127045483659923437076245E+00
  0.99198717705074300651667041845758E+00  0.12633859492212918949048111730998E+00
  0.99133427661881375400987444948556E+00  0.13136343479314650592776902254035E+00
  0.99065592338718275269370655219394E+00  0.13638490186926226025395376209952E+00
  0.98995213477276913768345672440876E+00  0.14140286722282942988355145363331E+00
